"No.","Time","Source","Destination","Protocol","Length","Info"
"445","8.442250","172.16.238.10","172.16.238.2","TCP","64","56807  >  226 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"446","8.442280","172.16.238.10","172.16.238.2","TCP","64","56807  >  188 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"447","8.442317","172.16.238.10","172.16.238.2","TCP","64","56807  >  122 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"448","8.442347","172.16.238.10","172.16.238.2","TCP","64","56807  >  717 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"449","8.442379","172.16.238.10","172.16.238.2","TCP","64","56807  >  678 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"450","8.442409","172.16.238.10","172.16.238.2","TCP","64","56807  >  963 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"451","8.442439","172.16.238.10","172.16.238.2","TCP","64","56807  >  686 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"452","8.442468","172.16.238.10","172.16.238.2","TCP","64","56807  >  798 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"453","8.442513","172.16.238.10","172.16.238.2","TCP","64","56805  >  485 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"454","8.444880","172.16.238.10","172.16.238.2","TCP","64","56807  >  898 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"455","8.444939","172.16.238.10","172.16.238.2","TCP","64","56807  >  209 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"456","8.444971","172.16.238.10","172.16.238.2","TCP","64","56807  >  437 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"457","8.445009","172.16.238.10","172.16.238.2","TCP","64","56807  >  421 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"458","8.445039","172.16.238.10","172.16.238.2","TCP","64","56807  >  637 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"459","8.445069","172.16.238.10","172.16.238.2","TCP","64","56807  >  51 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"460","8.445100","172.16.238.10","172.16.238.2","TCP","64","56807  >  536 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"461","8.445130","172.16.238.10","172.16.238.2","TCP","64","56807  >  262 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"462","8.445161","172.16.238.10","172.16.238.2","TCP","64","56807  >  132 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"463","8.445197","172.16.238.10","172.16.238.2","TCP","64","56807  >  997 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"464","8.445228","172.16.238.10","172.16.238.2","TCP","64","56807  >  833 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"465","8.445258","172.16.238.10","172.16.238.2","TCP","64","56807  >  435 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"466","8.445288","172.16.238.10","172.16.238.2","TCP","64","56807  >  606 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"467","8.445318","172.16.238.10","172.16.238.2","TCP","64","56807  >  718 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"468","8.445353","172.16.238.10","172.16.238.2","TCP","64","56807  >  191 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"469","8.445383","172.16.238.10","172.16.238.2","TCP","64","56807  >  868 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"470","8.445414","172.16.238.10","172.16.238.2","TCP","64","56807  >  952 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"471","8.445450","172.16.238.10","172.16.238.2","TCP","64","56807  >  913 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"472","8.445481","172.16.238.10","172.16.238.2","TCP","64","56807  >  835 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"473","8.445511","172.16.238.10","172.16.238.2","TCP","64","56807  >  965 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"474","8.445541","172.16.238.10","172.16.238.2","TCP","64","56807  >  852 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"475","8.445571","172.16.238.10","172.16.238.2","TCP","64","56807  >  249 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"476","8.445607","172.16.238.10","172.16.238.2","TCP","64","56807  >  738 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"477","8.445638","172.16.238.10","172.16.238.2","TCP","64","56807  >  590 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"478","8.445668","172.16.238.10","172.16.238.2","TCP","64","56807  >  168 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"479","8.448400","172.16.238.10","172.16.238.2","TCP","64","56807  >  462 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"480","8.448466","172.16.238.10","172.16.238.2","TCP","64","56807  >  723 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"481","8.448500","172.16.238.10","172.16.238.2","TCP","64","56807  >  340 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"482","8.448532","172.16.238.10","172.16.238.2","TCP","64","56807  >  449 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"483","8.451063","172.16.238.10","172.16.238.2","TCP","64","56807  >  917 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"484","8.451112","172.16.238.10","172.16.238.2","TCP","64","56807  >  413 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"485","8.451144","172.16.238.10","172.16.238.2","TCP","64","56807  >  950 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"486","8.451191","172.16.238.10","172.16.238.2","TCP","64","56805  >  368 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"487","8.451232","172.16.238.10","172.16.238.2","TCP","64","56805  >  671 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"488","8.451262","172.16.238.10","172.16.238.2","TCP","64","56805  >  65 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"489","8.451293","172.16.238.10","172.16.238.2","TCP","64","56805  >  295 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"490","8.451323","172.16.238.10","172.16.238.2","TCP","64","56805  >  397 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"491","8.451354","172.16.238.10","172.16.238.2","TCP","64","56805  >  356 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"492","8.451384","172.16.238.10","172.16.238.2","TCP","64","56805  >  383 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"493","8.451415","172.16.238.10","172.16.238.2","TCP","64","56805  >  693 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"494","8.451445","172.16.238.10","172.16.238.2","TCP","64","56805  >  526 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"495","8.451483","172.16.238.10","172.16.238.2","TCP","64","56805  >  681 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"496","8.454309","172.16.238.10","172.16.238.2","TCP","64","56805  >  546 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"497","8.454363","172.16.238.10","172.16.238.2","TCP","64","56805  >  895 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"498","8.454398","172.16.238.10","172.16.238.2","TCP","64","56805  >  119 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"499","8.454429","172.16.238.10","172.16.238.2","TCP","64","56805  >  68 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"500","8.454459","172.16.238.10","172.16.238.2","TCP","64","56805  >  189 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"501","8.458004","172.16.238.10","172.16.238.2","TCP","64","56805  >  657 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"502","8.458056","172.16.238.10","172.16.238.2","TCP","64","56805  >  89 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"503","8.458098","172.16.238.10","172.16.238.2","TCP","64","56805  >  361 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"504","8.458129","172.16.238.10","172.16.238.2","TCP","64","56805  >  263 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"505","8.539179","172.16.238.10","172.16.238.2","TCP","64","56807  >  13 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"506","8.539248","172.16.238.10","172.16.238.2","TCP","64","56807  >  670 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"507","8.539280","172.16.238.10","172.16.238.2","TCP","64","56807  >  491 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"508","8.543265","172.16.238.10","172.16.238.2","TCP","64","56807  >  485 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"509","8.543322","172.16.238.10","172.16.238.2","TCP","64","56805  >  768 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"510","8.543354","172.16.238.10","172.16.238.2","TCP","64","56805  >  996 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"511","8.543390","172.16.238.10","172.16.238.2","TCP","64","56805  >  286 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"512","8.543419","172.16.238.10","172.16.238.2","TCP","64","56805  >  721 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"513","8.543448","172.16.238.10","172.16.238.2","TCP","64","56805  >  331 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"514","8.543476","172.16.238.10","172.16.238.2","TCP","64","56805  >  347 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"515","8.543505","172.16.238.10","172.16.238.2","TCP","64","56805  >  571 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"516","8.543534","172.16.238.10","172.16.238.2","TCP","64","56805  >  255 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"517","8.543569","172.16.238.10","172.16.238.2","TCP","64","56805  >  539 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"518","8.543597","172.16.238.10","172.16.238.2","TCP","64","56805  >  791 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"519","8.543638","172.16.238.10","172.16.238.2","TCP","64","56805  >  104 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"520","8.543673","172.16.238.10","172.16.238.2","TCP","64","56805  >  480 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"521","8.543701","172.16.238.10","172.16.238.2","TCP","64","56805  >  531 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"522","8.543826","172.16.238.10","172.16.238.2","TCP","64","56805  >  499 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"523","8.543869","172.16.238.10","172.16.238.2","TCP","64","56805  >  639 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"524","8.543899","172.16.238.10","172.16.238.2","TCP","64","56805  >  776 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"525","8.543928","172.16.238.10","172.16.238.2","TCP","64","56805  >  294 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"526","8.543961","172.16.238.10","172.16.238.2","TCP","64","56805  >  164 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"527","8.544000","172.16.238.10","172.16.238.2","TCP","64","56805  >  173 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"528","8.544029","172.16.238.10","172.16.238.2","TCP","64","56805  >  623 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"529","8.547317","172.16.238.10","172.16.238.2","TCP","64","56805  >  786 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"530","8.547357","172.16.238.10","172.16.238.2","TCP","64","56805  >  212 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"531","8.547387","172.16.238.10","172.16.238.2","TCP","64","56805  >  743 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"532","8.547415","172.16.238.10","172.16.238.2","TCP","64","56805  >  811 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"533","8.547444","172.16.238.10","172.16.238.2","TCP","64","56805  >  102 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"534","8.547473","172.16.238.10","172.16.238.2","TCP","64","56805  >  451 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"535","8.547508","172.16.238.10","172.16.238.2","TCP","64","56805  >  789 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"536","8.547536","172.16.238.10","172.16.238.2","TCP","64","56805  >  775 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"537","8.547565","172.16.238.10","172.16.238.2","TCP","64","56805  >  673 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"538","8.547593","172.16.238.10","172.16.238.2","TCP","64","56805  >  362 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"539","8.547622","172.16.238.10","172.16.238.2","TCP","64","56805  >  586 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"540","8.547651","172.16.238.10","172.16.238.2","TCP","64","56805  >  154 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"541","8.547680","172.16.238.10","172.16.238.2","TCP","64","56805  >  711 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"542","8.547709","172.16.238.10","172.16.238.2","TCP","64","56805  >  204 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"543","8.547743","172.16.238.10","172.16.238.2","TCP","64","56805  >  178 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"544","8.547772","172.16.238.10","172.16.238.2","TCP","64","56805  >  548 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"545","8.548921","172.16.238.10","172.16.238.2","TCP","64","56805  >  683 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"546","8.548959","172.16.238.10","172.16.238.2","TCP","64","56805  >  607 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"547","8.548988","172.16.238.10","172.16.238.2","TCP","64","56805  >  752 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"548","8.549018","172.16.238.10","172.16.238.2","TCP","64","56805  >  412 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"549","8.549046","172.16.238.10","172.16.238.2","TCP","64","56805  >  844 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"550","8.549075","172.16.238.10","172.16.238.2","TCP","64","56805  >  341 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"551","8.549110","172.16.238.10","172.16.238.2","TCP","64","56805  >  747 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"552","8.549139","172.16.238.10","172.16.238.2","TCP","64","56805  >  261 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"553","8.549168","172.16.238.10","172.16.238.2","TCP","64","56805  >  202 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"554","8.552043","172.16.238.10","172.16.238.2","TCP","64","56807  >  681 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"555","8.552081","172.16.238.10","172.16.238.2","TCP","64","56807  >  526 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"556","8.552110","172.16.238.10","172.16.238.2","TCP","64","56807  >  693 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"557","8.552139","172.16.238.10","172.16.238.2","TCP","64","56807  >  383 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"558","8.552167","172.16.238.10","172.16.238.2","TCP","64","56807  >  356 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"559","8.552202","172.16.238.10","172.16.238.2","TCP","64","56807  >  397 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"560","8.552231","172.16.238.10","172.16.238.2","TCP","64","56807  >  295 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"561","8.552259","172.16.238.10","172.16.238.2","TCP","64","56807  >  65 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"562","8.552287","172.16.238.10","172.16.238.2","TCP","64","56807  >  671 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"563","8.552315","172.16.238.10","172.16.238.2","TCP","64","56807  >  368 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"564","8.552357","172.16.238.10","172.16.238.2","TCP","64","56805  >  367 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"565","8.552386","172.16.238.10","172.16.238.2","TCP","64","56805  >  269 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"566","8.552414","172.16.238.10","172.16.238.2","TCP","64","56805  >  732 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"567","8.552449","172.16.238.10","172.16.238.2","TCP","64","56805  >  405 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"568","8.552477","172.16.238.10","172.16.238.2","TCP","64","56805  >  755 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"569","8.552505","172.16.238.10","172.16.238.2","TCP","64","56805  >  973 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"570","8.552533","172.16.238.10","172.16.238.2","TCP","64","56805  >  582 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"571","8.555545","172.16.238.10","172.16.238.2","TCP","64","56807  >  189 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"572","8.555582","172.16.238.10","172.16.238.2","TCP","64","56807  >  68 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"573","8.555612","172.16.238.10","172.16.238.2","TCP","64","56807  >  119 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"574","8.555641","172.16.238.10","172.16.238.2","TCP","64","56807  >  895 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"575","8.555676","172.16.238.10","172.16.238.2","TCP","64","56807  >  546 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"576","8.559778","172.16.238.10","172.16.238.2","TCP","64","56807  >  263 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"577","8.559816","172.16.238.10","172.16.238.2","TCP","64","56807  >  361 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"578","8.559847","172.16.238.10","172.16.238.2","TCP","64","56807  >  89 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"579","8.559876","172.16.238.10","172.16.238.2","TCP","64","56807  >  657 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"580","8.640132","172.16.238.10","172.16.238.2","TCP","64","56805  >  494 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"581","8.640201","172.16.238.10","172.16.238.2","TCP","64","56805  >  488 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"582","8.640232","172.16.238.10","172.16.238.2","TCP","64","56805  >  63 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"583","8.643579","172.16.238.10","172.16.238.2","TCP","64","56807  >  255 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"584","8.643663","172.16.238.10","172.16.238.2","TCP","64","56807  >  571 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"585","8.643695","172.16.238.10","172.16.238.2","TCP","64","56807  >  347 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"586","8.643723","172.16.238.10","172.16.238.2","TCP","64","56807  >  331 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"587","8.643764","172.16.238.10","172.16.238.2","TCP","64","56807  >  721 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"588","8.643791","172.16.238.10","172.16.238.2","TCP","64","56807  >  286 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"589","8.643824","172.16.238.10","172.16.238.2","TCP","64","56807  >  996 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"590","8.643853","172.16.238.10","172.16.238.2","TCP","64","56807  >  768 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"591","8.643901","172.16.238.10","172.16.238.2","TCP","64","56805  >  97 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"592","8.646898","172.16.238.10","172.16.238.2","TCP","64","56807  >  623 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"593","8.646944","172.16.238.10","172.16.238.2","TCP","64","56807  >  173 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"594","8.646974","172.16.238.10","172.16.238.2","TCP","64","56807  >  164 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"595","8.647002","172.16.238.10","172.16.238.2","TCP","64","56807  >  294 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"596","8.647030","172.16.238.10","172.16.238.2","TCP","64","56807  >  776 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"597","8.647058","172.16.238.10","172.16.238.2","TCP","64","56807  >  639 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"598","8.647086","172.16.238.10","172.16.238.2","TCP","64","56807  >  499 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"599","8.647120","172.16.238.10","172.16.238.2","TCP","64","56807  >  531 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"600","8.647149","172.16.238.10","172.16.238.2","TCP","64","56807  >  480 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"601","8.647176","172.16.238.10","172.16.238.2","TCP","64","56807  >  104 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"602","8.647204","172.16.238.10","172.16.238.2","TCP","64","56807  >  791 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"603","8.647232","172.16.238.10","172.16.238.2","TCP","64","56807  >  539 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"604","8.650415","172.16.238.10","172.16.238.2","TCP","64","56807  >  202 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"605","8.650456","172.16.238.10","172.16.238.2","TCP","64","56807  >  261 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"606","8.650485","172.16.238.10","172.16.238.2","TCP","64","56807  >  747 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"607","8.652027","172.16.238.10","172.16.238.2","TCP","64","56807  >  341 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"608","8.652072","172.16.238.10","172.16.238.2","TCP","64","56807  >  844 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"609","8.652108","172.16.238.10","172.16.238.2","TCP","64","56807  >  412 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"610","8.652140","172.16.238.10","172.16.238.2","TCP","64","56807  >  752 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"611","8.652173","172.16.238.10","172.16.238.2","TCP","64","56807  >  607 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"612","8.652204","172.16.238.10","172.16.238.2","TCP","64","56807  >  683 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"613","8.652239","172.16.238.10","172.16.238.2","TCP","64","56807  >  548 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"614","8.652273","172.16.238.10","172.16.238.2","TCP","64","56807  >  178 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"615","8.652307","172.16.238.10","172.16.238.2","TCP","64","56807  >  204 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"616","8.652335","172.16.238.10","172.16.238.2","TCP","64","56807  >  711 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"617","8.652363","172.16.238.10","172.16.238.2","TCP","64","56807  >  154 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"618","8.652391","172.16.238.10","172.16.238.2","TCP","64","56807  >  586 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"619","8.652418","172.16.238.10","172.16.238.2","TCP","64","56807  >  362 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"620","8.652446","172.16.238.10","172.16.238.2","TCP","64","56807  >  673 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"621","8.652474","172.16.238.10","172.16.238.2","TCP","64","56807  >  775 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"622","8.652501","172.16.238.10","172.16.238.2","TCP","64","56807  >  789 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"623","8.652534","172.16.238.10","172.16.238.2","TCP","64","56807  >  451 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"624","8.652562","172.16.238.10","172.16.238.2","TCP","64","56807  >  102 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"625","8.652590","172.16.238.10","172.16.238.2","TCP","64","56807  >  811 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"626","8.652617","172.16.238.10","172.16.238.2","TCP","64","56807  >  743 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"627","8.652645","172.16.238.10","172.16.238.2","TCP","64","56807  >  212 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"628","8.652673","172.16.238.10","172.16.238.2","TCP","64","56807  >  786 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"629","8.656190","172.16.238.10","172.16.238.2","TCP","64","56807  >  582 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"630","8.656230","172.16.238.10","172.16.238.2","TCP","64","56807  >  973 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"631","8.656266","172.16.238.10","172.16.238.2","TCP","64","56807  >  755 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"632","8.656295","172.16.238.10","172.16.238.2","TCP","64","56807  >  405 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"633","8.656324","172.16.238.10","172.16.238.2","TCP","64","56807  >  732 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"634","8.656352","172.16.238.10","172.16.238.2","TCP","64","56807  >  269 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"635","8.656380","172.16.238.10","172.16.238.2","TCP","64","56807  >  367 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"636","8.656423","172.16.238.10","172.16.238.2","TCP","64","56805  >  877 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"637","8.656451","172.16.238.10","172.16.238.2","TCP","64","56805  >  902 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"638","8.656480","172.16.238.10","172.16.238.2","TCP","64","56805  >  93 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"639","8.656563","172.16.238.10","172.16.238.2","TCP","64","56805  >  658 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"640","8.656594","172.16.238.10","172.16.238.2","TCP","64","56805  >  594 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"641","8.656622","172.16.238.10","172.16.238.2","TCP","64","56805  >  428 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"642","8.656649","172.16.238.10","172.16.238.2","TCP","64","56805  >  71 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"643","8.656677","172.16.238.10","172.16.238.2","TCP","64","56805  >  450 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"644","8.656705","172.16.238.10","172.16.238.2","TCP","64","56805  >  438 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"645","8.656733","172.16.238.10","172.16.238.2","TCP","64","56805  >  675 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"646","8.656760","172.16.238.10","172.16.238.2","TCP","64","56805  >  19 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"647","8.656794","172.16.238.10","172.16.238.2","TCP","64","56805  >  281 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"648","8.656822","172.16.238.10","172.16.238.2","TCP","64","56805  >  690 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"649","8.656850","172.16.238.10","172.16.238.2","TCP","64","56805  >  446 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"650","8.656877","172.16.238.10","172.16.238.2","TCP","64","56805  >  311 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"651","8.660923","172.16.238.10","172.16.238.2","TCP","64","56805  >  153 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"652","8.660964","172.16.238.10","172.16.238.2","TCP","64","56805  >  354 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
